id,host_since,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,reviews_per_month,price
10141156,4/15/14,0,within a few hours,93%,55%,f,65,t,t,Ipanema,-22.98478,-43.20015,Entire home/apt,2,2 baths,1,1,0.04,398
13525014,1/5/15,1,within a day,60%,59%,f,2,t,t,Copacabana,-22.97598,-43.19333,Entire home/apt,6,1 bath,1,4,0.51,258
6.30469E+17,2/10/20,1,within a few hours,100%,57%,t,9,t,f,Copacabana,-22.97489,-43.1932,Entire home/apt,8,2 baths,2,4,0.61,600
8.11671E+17,5/28/18,0,N/A,N/A,100%,f,2,t,t,Leblon,-22.98428,-43.2274,Entire home/apt,4,2 baths,2,2,0.24,2250
30365042,10/31/16,1,N/A,N/A,100%,t,1,t,t,Copacabana,-22.96502,-43.17644,Entire home/apt,3,1 bath,1,2,1.65,250
8.09715E+17,11/6/18,0,a few days or more,0%,67%,f,2,t,f,Copacabana,-22.97679324,-43.18938156,Entire home/apt,4,1 bath,1,1,0.24,391
49506761,9/3/17,1,within an hour,100%,100%,f,38,t,t,Ipanema,-22.98586,-43.19475,Entire home/apt,4,1 bath,1,2,3.42,356
7.95981E+17,8/24/16,1,within an hour,99%,67%,f,593,t,t,Copacabana,-22.96485233,-43.17377058,Entire home/apt,6,2 baths,3,4,,745
18582495,5/5/17,0,within a few hours,100%,92%,,2,t,t,Copacabana,-22.96475,-43.18245,Private room,2,2 baths,,3,0.22,229
8.05623E+17,9/13/16,0,within an hour,100%,96%,t,1,t,t,Copacabana,-22.9657516,-43.1788089,Entire home/apt,4,1 bath,,1,1.9,231
2520137,3/7/14,1,N/A,N/A,N/A,f,1,t,t,Copacabana,-22.9648,-43.17421,Entire home/apt,5,1 bath,1,2,,2391
44429808,12/13/11,1,a few days or more,10%,0%,f,112,t,t,Copacabana,-22.98506,-43.19219,Entire home/apt,2,1 bath,1,2,,110
10907178,2/19/11,1,within an hour,100%,100%,f,3,t,t,Copacabana,-22.98068977,-43.19084048,Entire home/apt,7,3 baths,3,4,0.7,861
20979918,1/24/17,1,within an hour,100%,97%,t,3,t,t,Copacabana,-22.96731,-43.18325,Entire home/apt,4,1 bath,,3,1.35,198
6.91898E+17,8/5/22,0,within a few hours,92%,73%,f,45,t,t,Barra da Tijuca,-23.01364,-43.30373,Entire home/apt,4,1 bath,1,2,,573
29541573,6/13/15,0,within a day,100%,38%,f,1,t,t,Copacabana,-22.98325,-43.19123,Entire home/apt,4,1 bath,,4,0.46,436
2620460,6/6/13,1,within a day,100%,25%,f,1,t,t,Copacabana,-22.96329117,-43.17421341,Entire home/apt,2,2.5 baths,2,2,0.04,378
14029369,7/15/16,1,within an hour,100%,88%,,3,t,t,Botafogo,-22.9564,-43.18285,Private room,2,1 private bath,,1,0.17,100
8.60142E+17,2/17/20,0,within a few hours,100%,50%,f,2,t,t,Copacabana,-22.97708251,-43.19082745,Entire home/apt,6,1 bath,2,3,,500
7.15847E+17,3/9/22,1,within an hour,100%,98%,,5,t,t,Copacabana,-22.969775,-43.185245,Private room,1,1 shared bath,,3,0.8,300
16854701,5/4/16,0,within a few hours,100%,50%,f,2,t,t,Copacabana,-22.96812,-43.18343,Entire home/apt,6,1 bath,1,5,0.57,230
51244445,4/11/18,0,within an hour,100%,100%,t,1,t,t,Copacabana,-22.96515,-43.17877,Entire home/apt,3,1 bath,1,2,2.74,134
4250213,5/31/14,0,N/A,N/A,43%,f,2,t,t,Recreio dos Bandeirantes,-23.03092,-43.47419,Entire home/apt,5,1 bath,1,3,0.2,450
52579124,2/19/14,1,N/A,N/A,N/A,,4,t,t,Copacabana,-22.96961,-43.18679,Private room,1,1 shared bath,,1,,2000
6.40401E+17,9/23/21,1,within a few hours,100%,100%,,2,t,t,Tijuca,-22.9175,-43.22931,Private room,10,3 baths,,35,0.87,80
7.90039E+17,6/5/21,1,within a day,83%,75%,f,1,t,t,Copacabana,-22.96410554,-43.17463437,Entire home/apt,16,3 baths,3,8,0.73,580
52006045,4/13/17,0,within a few hours,100%,81%,f,2,t,t,Copacabana,-22.96462,-43.17469,Entire home/apt,3,1.5 baths,1,1,1.36,307
8918195,8/29/14,0,within a few hours,100%,97%,t,2,t,t,Copacabana,-22.96522,-43.17622,Entire home/apt,5,2 baths,2,1,1.74,400
23417111,7/25/14,1,within a few hours,100%,83%,,4,t,t,So Conrado,-22.99723,-43.25912,Private room,2,1 shared bath,,2,0.04,556
9952847,3/28/14,1,within an hour,100%,79%,f,17,t,t,Copacabana,-22.97113,-43.18682,Private room,8,3 baths,,7,0.09,359
35515814,4/23/19,1,within a few hours,98%,59%,t,100,t,t,Ipanema,-22.98769,-43.19237,Entire home/apt,6,3.5 baths,3,3,0.31,680
10337495,6/5/14,1,within an hour,100%,93%,,10,t,t,Rio Comprido,-22.9231,-43.20849,Private room,1,1.5 baths,,1,0.11,80
41145715,8/31/19,0,within a day,100%,N/A,,1,t,t,Copacabana,-22.97202,-43.18599,Private room,4,1 private bath,,3,,400
7.20459E+17,8/24/18,1,within an hour,100%,89%,f,1,t,t,Ipanema,-22.9819606,-43.2042787,Entire home/apt,5,2.5 baths,3,3,2.18,454
10449716,4/30/14,1,N/A,N/A,82%,,3,t,t,Flamengo,-22.93405533,-43.17665863,Private room,2,1 private bath,,1,0.21,600
13367309,6/5/16,0,a few days or more,0%,N/A,f,1,t,f,Engenho de Dentro,-22.88818,-43.28852,Entire home/apt,4,2 baths,1,1,0.05,1914
25366285,11/4/17,0,within a few hours,100%,76%,t,1,t,t,Ipanema,-22.98135,-43.20743,Entire home/apt,5,2.5 baths,3,3,1.33,384
12848815,5/3/16,1,within a day,100%,N/A,f,1,t,f,Laranjeiras,-22.93602,-43.18139,Entire home/apt,2,1 bath,1,1,,200
7.59494E+17,1/24/17,0,within an hour,100%,100%,t,2,t,t,Copacabana,-22.98067,-43.19011,Entire home/apt,4,1 bath,1,3,2.26,283
8.11685E+17,5/28/14,0,N/A,N/A,100%,f,2,t,t,Ipanema,-22.9843718,-43.1943843,Entire home/apt,2,1 bath,1,1,0.24,1000
464220,5/6/12,1,within a few hours,100%,52%,t,3,t,t,Laranjeiras,-22.93615,-43.1803,Entire home/apt,2,1 bath,1,1,0.63,147
30349680,11/27/18,0,N/A,N/A,100%,,3,t,t,Barra da Tijuca,-23.01378,-43.30138,Entire home/apt,6,2.5 baths,2,5,0.02,1300
11960443,1/12/16,0,N/A,N/A,N/A,f,2,t,t,Leblon,-22.984,-43.22664,Entire home/apt,8,3 baths,4,4,0.03,4500
13272950,5/30/16,0,N/A,N/A,N/A,f,1,t,f,Jacarepagu,-22.96988,-43.39121,Entire home/apt,6,2 baths,2,2,,750
13828684,7/3/16,0,N/A,N/A,0%,f,1,t,f,Jacarepagu,-22.97145,-43.41296,Entire home/apt,6,1 bath,2,5,,650
8.16444E+17,1/7/22,0,N/A,N/A,N/A,f,1,f,t,Recreio dos Bandeirantes,-23.02974907,-43.48316814,Entire home/apt,6,2 baths,2,3,,900
50172456,10/19/14,1,within an hour,100%,100%,t,54,t,t,Flamengo,-22.9389,-43.17516,Entire home/apt,6,2 baths,2,3,0.25,338
7.73772E+17,4/29/22,0,within a few hours,100%,100%,t,4,t,t,Barra da Tijuca,-23.01030977,-43.36398511,Entire home/apt,4,1 bath,1,2,0.9,499
14107842,7/20/16,0,N/A,N/A,N/A,f,1,t,f,Barra da Tijuca,-23.00758,-43.32974,Entire home/apt,4,1 bath,1,2,,450
15240123,2/21/14,1,N/A,N/A,43%,,3,t,t,Botafogo,-22.9549,-43.18815,Private room,1,2 baths,,1,0.06,350
29560667,6/18/18,0,within an hour,100%,93%,t,3,t,t,Botafogo,-22.9485,-43.19149,Entire home/apt,4,2 baths,3,2,,145
9.07474E+17,6/5/23,0,a few days or more,30%,17%,f,1,t,t,Barra da Tijuca,-23.00882979,-43.36460857,Entire home/apt,2,1 bath,1,1,,350
40704428,1/15/16,0,N/A,N/A,100%,f,1,t,t,Recreio dos Bandeirantes,-23.0277,-43.50016,Entire home/apt,6,2 baths,2,5,0.17,475
6.73832E+17,3/21/22,0,within an hour,90%,100%,t,2,t,t,Barra da Tijuca,-23.0100862,-43.366984,Entire home/apt,6,3.5 baths,4,5,2.12,500
37983232,8/22/19,0,within an hour,100%,90%,,5,t,f,Pechincha,-22.92779,-43.3555,Shared room,1,1 shared bath,,2,0.16,53
7.65995E+17,11/26/22,1,N/A,N/A,N/A,f,4,t,t,Barra da Tijuca,-23.01224,-43.32096,Entire home/apt,4,1 bath,1,3,2.87,408
52919615,10/21/21,1,within an hour,100%,100%,t,9,t,t,Ipanema,-22.98824,-43.19048,Entire home/apt,3,1 bath,1,2,1.09,316
7.80375E+17,8/9/19,0,N/A,N/A,50%,f,3,t,f,Jardim Bot¢nico,-22.96169,-43.21764,Entire home/apt,4,1 bath,1,2,0.17,817
6.91893E+17,8/5/22,0,within a few hours,92%,73%,f,45,t,t,Barra da Tijuca,-23.01366,-43.30487,Entire home/apt,10,3.5 baths,4,6,0.7,1832
46492561,9/3/17,1,within an hour,100%,100%,f,38,t,t,Ipanema,-22.98879,-43.19086,Entire home/apt,4,1 bath,1,2,2.45,379
37199637,12/7/14,1,within an hour,100%,69%,t,1,t,t,Recreio dos Bandeirantes,-23.01608,-43.45604,Entire home/apt,6,2.5 baths,3,4,1.2,480
20429663,1/6/16,1,N/A,N/A,100%,,4,t,t,Jacarepagu,-22.97398,-43.35717,Private room,2,1 private bath,,1,0.11,400
6.94781E+17,9/22/15,0,N/A,N/A,100%,,1,t,f,Recreio dos Bandeirantes,-23.01866,-43.46068,Private room,3,1.5 baths,,1,0.13,288
22385279,5/16/16,0,N/A,N/A,39%,f,1,t,t,Botafogo,-22.95383,-43.18858,Entire home/apt,4,2 baths,2,3,0.46,240
38047665,10/7/14,1,within an hour,94%,100%,f,16,t,t,Camorim,-22.97598,-43.41388,Entire home/apt,2,1 bath,1,1,0.35,283
2856217,12/16/12,1,within an hour,99%,78%,f,21,t,t,Recreio dos Bandeirantes,-23.0179,-43.46937,Entire home/apt,10,2.5 baths,3,5,0.76,316
8.09279E+17,12/11/21,0,a few days or more,0%,0%,f,1,t,t,Barra da Tijuca,-22.9981279,-43.422425,Entire home/apt,8,6 baths,4,5,,15714
8.07836E+17,1/7/14,1,N/A,N/A,N/A,f,1,t,t,Lagoa,-22.96870402,-43.20513851,Entire home/apt,3,2 baths,1,1,,1000
8.60351E+17,4/10/18,0,within a day,85%,91%,t,2,t,t,Camorim,-22.98310547,-43.416017,Entire home/apt,2,1 bath,1,1,,129
15954596,7/30/16,1,within a day,100%,0%,f,3,t,t,Barra da Tijuca,-23.00888,-43.4283,Entire home/apt,4,1 bath,2,3,,917
6.82453E+17,3/30/17,0,within an hour,100%,98%,t,1,t,f,Barra da Tijuca,-23.00969874,-43.33584253,Entire home/apt,2,1 bath,1,1,3.74,399
14295408,8/1/16,0,N/A,N/A,N/A,,2,t,f,Guaratiba,-22.98641,-43.62932,Private room,4,3 baths,,2,,718
32399670,9/26/18,1,within a few hours,100%,100%,,2,t,f,Jardim Guanabara,-22.80684,-43.20338,Private room,4,1 shared bath,,4,0.02,75
7.80668E+17,12/12/16,0,a few days or more,40%,25%,f,1,t,f,Recreio dos Bandeirantes,-23.02498,-43.47827,Entire home/apt,11,4.5 baths,4,7,2,1200
6.44899E+17,7/10/18,1,within an hour,100%,96%,t,4,t,t,Recreio dos Bandeirantes,-23.0226,-43.47781,Entire home/apt,16,4 baths,6,14,0.61,1600
14300974,10/19/15,1,N/A,N/A,0%,f,3,t,t,Cosme Velho,-22.93791389,-43.19749832,Entire home/apt,9,5.5 baths,4,8,,849
28124716,11/8/16,1,N/A,N/A,N/A,f,5,t,t,Barra da Tijuca,-23.00404,-43.40265,Entire home/apt,8,5 baths,4,4,,10000
42529221,6/14/19,0,N/A,N/A,N/A,f,1,t,f,Campo Grande,-22.88846,-43.5955,Entire home/apt,4,2 baths,2,1,,350
23006501,9/20/16,1,N/A,N/A,33%,,1,t,t,Laranjeiras,-22.9363167,-43.1881283,Private room,2,1 shared bath,,1,0.23,200
7.01145E+17,10/14/20,0,N/A,N/A,100%,f,1,t,t,Santa Cruz,-22.931865,-43.7012179,Entire home/apt,4,1 bath,1,2,,3500
8.52323E+17,10/30/17,1,within an hour,100%,100%,t,7,t,t,Bento Ribeiro,-22.86421386,-43.35649701,Entire home/apt,2,1 bath,1,1,3,64
36025462,8/24/16,1,within an hour,99%,67%,f,593,t,t,Copacabana,-22.96295,-43.1793,Entire home/apt,5,1 bath,1,1,0.1,226
8.2633E+17,2/13/23,0,N/A,N/A,0%,,1,t,t,Tijuca,-22.94215,-43.2492,Private room,2,1 shared bath,,1,,186
7.45763E+17,8/5/22,0,within a few hours,92%,73%,f,45,t,t,Barra da Tijuca,-23.00435,-43.34956,Entire home/apt,4,1 bath,1,2,,437
6.7529E+17,3/17/20,1,within an hour,99%,96%,f,1601,t,t,Gvea,-22.97587,-43.23083,Entire home/apt,2,1 bath,1,1,0.12,654
14163896,7/24/16,0,N/A,N/A,N/A,f,1,t,f,Guadalupe,-22.84297,-43.37688,Entire home/apt,6,1 bath,1,3,,246
7.84241E+17,8/5/22,0,within a few hours,92%,73%,f,45,t,t,Barra da Tijuca,-23.01553,-43.30262,Entire home/apt,4,1 bath,1,2,0.18,401
7.03545E+17,7/7/22,1,within an hour,100%,84%,,4,t,t,Tijuca,-22.93067,-43.24524,Private room,1,1 private bath,,1,1.89,54
8.0016E+17,2/5/21,0,within a few hours,100%,96%,f,4,t,t,Barra da Tijuca,-23.0105744,-43.32641326,Entire home/apt,2,1.5 baths,2,3,1.19,286
14786962,1/30/16,0,within an hour,80%,27%,f,9,t,t,Barra da Tijuca,-23.0118,-43.37991,Entire home/apt,12,4 baths,4,7,,3000
36072184,1/15/17,0,N/A,N/A,N/A,f,2,t,f,Jardim Carioca,-22.81101,-43.18969,Entire home/apt,2,1 bath,1,2,,50
24699988,4/5/15,0,within a day,100%,93%,t,2,t,t,Flamengo,-22.93307,-43.17644,Entire home/apt,2,1 bath,,2,1.27,180
47918559,10/18/17,1,within an hour,100%,98%,t,1,t,t,Barra da Tijuca,-23.00963,-43.36645,Entire home/apt,4,2 baths,2,3,3.03,351
44240542,4/25/11,0,within an hour,100%,99%,f,10,t,t,Recreio dos Bandeirantes,-23.02905,-43.47281,Entire home/apt,4,2 baths,2,2,1.29,614
7.34092E+17,8/2/21,0,within a day,83%,0%,f,1,t,t,Madureira,-22.88056514,-43.33961765,Entire home/apt,2,1 bath,2,1,,58
7.04363E+17,3/17/20,1,within an hour,99%,96%,f,1601,t,t,Gvea,-22.97689,-43.23041,Entire home/apt,3,3 baths,2,2,0.31,584
2022672,8/5/13,1,within an hour,100%,10%,,12,t,t,Barra da Tijuca,-22.99984,-43.34976,Private room,3,3 shared baths,,3,0.04,169
53822508,1/23/17,0,within an hour,100%,89%,,2,t,t,Copacabana,-22.97535,-43.18876,Private room,1,1.5 shared baths,,1,0.61,234
6.96918E+17,1/23/19,0,within a few hours,93%,60%,f,35,t,t,Curicica,-22.95271,-43.39075,Entire home/apt,6,2 baths,2,4,0.4,280
166177,7/7/11,1,within an hour,100%,96%,f,15,t,t,Copacabana,-22.97854,-43.1904,Entire home/apt,4,1 bath,,2,0.73,188
8.72723E+17,12/3/21,1,within an hour,100%,82%,,8,t,t,Copacabana,-22.9641865,-43.1926874,Private room,2,1 shared bath,,1,,129
32908092,3/8/19,0,within an hour,100%,N/A,f,1,t,f,Praa da Bandeira,-22.9115,-43.21579,Entire home/apt,4,1 bath,2,1,,2000
8.08018E+17,3/29/17,0,N/A,N/A,100%,f,1,t,t,Copacabana,-22.97763497,-43.19130599,Entire home/apt,3,1 bath,1,2,0.24,1300
49402409,6/7/13,1,within a few hours,100%,89%,t,52,t,t,Copacabana,-22.979006,-43.190968,Entire home/apt,2,1 bath,1,1,0.43,290
8.62197E+17,11/19/14,0,within a day,50%,0%,,3,t,t,Gvea,-22.973662,-43.2291245,Private room,2,1 private bath,,2,,156
8.41877E+17,10/6/15,0,a few days or more,0%,0%,f,1,t,f,Campo Grande,-22.8818308,-43.55783977,Entire home/apt,4,2 baths,3,3,,120
8.5153E+17,3/28/15,1,within an hour,99%,100%,f,60,t,t,Copacabana,-22.96208598,-43.17470739,Entire home/apt,4,3 baths,2,2,,472
8.28221E+17,3/28/15,1,within an hour,99%,100%,f,60,t,t,Copacabana,-22.96657988,-43.17823156,Entire home/apt,4,2 baths,2,2,1.42,465
7.72967E+17,9/17/22,0,within a few hours,100%,75%,f,3,t,t,Copacabana,-22.98117677,-43.19483702,Private room,1,1 shared bath,1,1,0.34,100
13527289,2/2/16,0,a few days or more,30%,43%,f,5,t,f,Copacabana,-22.97522,-43.18811,Entire home/apt,4,1 bath,1,1,0.72,314
7.35467E+17,2/11/20,0,within an hour,100%,50%,f,7,t,f,Jacarepagu,-22.9657103,-43.3866622,Entire home/apt,2,1 bath,1,2,0.3,260
760259,10/29/12,1,within a few hours,95%,84%,t,126,t,t,Barra da Tijuca,-23.01344,-43.39187,Entire home/apt,4,1 bath,1,2,0.04,1850
42115473,11/19/11,1,within an hour,100%,94%,t,74,t,t,Ipanema,-22.98655,-43.19531,Entire home/apt,6,3 baths,3,4,0.74,434
41612220,3/30/18,0,N/A,N/A,67%,f,1,t,f,Copacabana,-22.96451,-43.18033,Entire home/apt,4,2 baths,2,3,0.24,457
8.40643E+17,9/28/19,1,within an hour,100%,94%,,2,t,t,Copacabana,-22.9649226,-43.1791369,Private room,3,1.5 baths,,2,0.64,180
8.41459E+17,3/6/23,0,within a day,100%,0%,f,1,t,t,Copacabana,-22.976754,-43.1894365,Entire home/apt,8,2 baths,3,5,,492
34834400,12/11/13,1,within an hour,100%,100%,t,4,t,t,Copacabana,-22.98455,-43.19089,Entire home/apt,4,2 baths,1,2,0.73,507
676235,7/7/11,1,within an hour,100%,96%,f,15,t,t,Copacabana,-22.98226,-43.19215,Entire home/apt,4,1 bath,1,2,1.12,219
5.93389E+17,4/29/18,0,within a day,100%,38%,f,1,t,t,Copacabana,-22.98329,-43.19377,Entire home/apt,7,3.5 baths,3,3,0.4,929
7.73744E+17,10/5/14,1,within a day,50%,33%,,5,t,f,Copacabana,-22.97329,-43.18904,Private room,2,1 shared bath,,1,,380
6.37572E+17,1/25/20,0,within a day,100%,67%,f,1,t,t,Copacabana,-22.96617,-43.19053,Entire home/apt,5,1 bath,3,3,0.41,200
6.16751E+17,7/27/21,0,within an hour,99%,100%,f,14,t,t,Copacabana,-22.983456,-43.191063,Entire home/apt,5,2 baths,2,3,2.57,317
49518326,5/11/11,1,within an hour,100%,100%,f,10,t,t,Copacabana,-22.9652,-43.17505,Entire home/apt,4,1 bath,1,2,1.27,171
48044267,10/12/15,0,within an hour,100%,87%,f,2,t,t,Ipanema,-22.9877,-43.19314,Entire home/apt,10,3 baths,4,10,1.72,3000
13795389,4/14/16,0,N/A,N/A,N/A,f,1,t,t,Barra da Tijuca,-23.00042,-43.42068,Entire home/apt,6,2.5 baths,3,5,,1433
6.86451E+17,9/24/19,0,within an hour,100%,100%,f,18,t,t,Barra da Tijuca,-23.00861,-43.29855,Private room,2,1 private bath,1,1,0.41,180
7.62998E+17,11/18/22,1,within an hour,100%,97%,f,1,t,t,Santa Teresa,-22.91361833,-43.19085505,Entire home/apt,3,1 bath,,2,8.45,77
6.64591E+17,3/30/22,1,N/A,N/A,25%,f,12,t,t,Copacabana,-22.96167,-43.17612,Entire home/apt,8,2 baths,2,8,,2350
7815425,8/11/15,1,N/A,N/A,50%,f,2,t,t,Copacabana,-22.97667,-43.18926,Entire home/apt,6,2 baths,3,6,0.04,5600
7.8047E+17,11/5/18,0,N/A,N/A,100%,f,1,t,t,Centro,-22.9096297,-43.19320987,Entire home/apt,2,1 bath,1,1,0.38,125
8.08746E+17,5/21/20,0,within an hour,100%,100%,f,1,t,t,Leblon,-22.98726,-43.22296,Entire home/apt,4,2 baths,2,2,,871
6474496,12/17/14,0,within a few hours,79%,77%,f,10,t,t,Copacabana,-22.97459,-43.18723,Entire home/apt,6,3 baths,2,3,,1243
2403554,1/16/13,1,within an hour,100%,83%,f,4,t,t,Ipanema,-22.984785,-43.195496,Entire home/apt,4,2.5 baths,2,2,1.68,517
11438476,1/18/16,0,within an hour,100%,97%,,5,t,t,Copacabana,-22.96458,-43.17573,Entire home/apt,3,1 bath,,1,0.42,143
48505313,9/21/13,1,within a few hours,89%,73%,f,239,t,t,Barra da Tijuca,-23.01205,-43.29976,Entire home/apt,16,5.5 baths,4,23,,25000
5.93247E+17,11/12/13,1,within an hour,100%,67%,f,10,t,t,Copacabana,-22.976149,-43.189899,Entire home/apt,7,3 baths,3,4,,1100
7.09282E+17,12/10/19,0,within a day,60%,35%,f,11,t,t,Santa Teresa,-22.9160186,-43.1908708,Entire home/apt,2,1 bath,1,2,0.21,140
8.27613E+17,1/4/23,1,N/A,N/A,100%,,1,t,t,Tijuca,-22.93437,-43.24411,Private room,2,2 shared baths,,4,,220
54188986,8/23/12,1,within an hour,100%,100%,f,1,t,t,Tijuca,-22.93627245,-43.23356811,Entire home/apt,2,1 bath,,1,4.74,103
7.47911E+17,7/21/15,1,within an hour,100%,81%,t,2,t,t,Copacabana,-22.9757872,-43.1931525,Entire home/apt,4,1 bath,2,2,1.35,402
13547020,1/22/16,0,N/A,N/A,N/A,,1,t,t,Barra da Tijuca,-22.99998,-43.39528,Private room,2,1 private bath,,2,,1410
5.68062E+17,1/5/22,0,a few days or more,25%,100%,f,2,t,t,So Conrado,-22.99817464,-43.25024059,Entire home/apt,14,7 baths,7,7,0.51,9500
38021356,4/15/14,1,within a day,83%,10%,f,111,t,t,Barra da Tijuca,-23.0077,-43.42126,Entire home/apt,12,7 baths,5,5,,4000
4947124,11/21/14,1,within a few hours,97%,95%,t,9,t,t,Copacabana,-22.96868,-43.18444,Entire home/apt,4,1 bath,2,1,2.12,238
34078478,2/13/19,0,N/A,N/A,N/A,f,1,t,t,Barra da Tijuca,-22.99861,-43.41812,Entire home/apt,4,2 baths,2,2,,800
6.52242E+17,4/21/19,1,within an hour,100%,95%,,2,t,f,Copacabana,-22.98045,-43.19415,Private room,1,1 shared bath,,1,2.58,90
7.90436E+17,1/11/16,0,within a few hours,100%,100%,t,2,t,t,Copacabana,-22.9705619,-43.1883022,Entire home/apt,4,1 bath,1,2,1.62,250
7.76111E+17,10/15/15,1,within an hour,100%,57%,,1,t,t,Copacabana,-22.9702,-43.18933,Private room,2,1.5 shared baths,,1,0.47,100
53913357,11/8/20,1,within an hour,100%,100%,f,11,t,t,Copacabana,-22.982458,-43.190266,Entire home/apt,4,1 bath,1,2,3.18,237
38953187,11/22/12,1,within an hour,100%,100%,,3,t,f,Copacabana,-22.971521,-43.185436,Entire home/apt,4,2 baths,1,2,0.93,337
29815574,8/24/16,1,within an hour,99%,67%,f,593,t,t,Copacabana,-22.98343,-43.19036,Entire home/apt,6,2.5 baths,3,4,0.04,689
16353248,8/24/16,1,within an hour,99%,67%,f,593,t,t,Copacabana,-22.98288,-43.19132,Entire home/apt,15,4.5 baths,5,8,0.17,1529
7.62739E+17,1/11/21,0,a few days or more,44%,29%,f,5,t,t,Alto da Boa Vista,-22.96095,-43.27186,Entire home/apt,16,5 baths,,1,,2500
14312122,7/28/16,0,N/A,N/A,0%,,1,t,f,Barra da Tijuca,-23.01361,-43.30144,Private room,1,1 private bath,,1,,300
40805277,3/7/14,1,within a few hours,84%,57%,f,37,t,f,Copacabana,-22.97174,-43.18611,Entire home/apt,4,1 bath,1,4,0.38,250
35806040,6/7/13,1,within a few hours,100%,89%,t,52,t,t,Copacabana,-22.975483,-43.188549,Entire home/apt,2,1 bath,1,1,0.13,200
43058241,7/12/12,1,within a few hours,85%,61%,,115,t,t,Copacabana,-22.962,-43.17451,Entire home/apt,4,1 bath,1,1,0.35,289
7.09161E+17,3/28/15,1,within an hour,99%,100%,f,60,t,t,Copacabana,-22.9715214,-43.1854366,Entire home/apt,4,2 baths,2,3,1.71,254
17934886,11/4/16,0,within a day,80%,50%,f,1,t,f,Copacabana,-22.98526,-43.19048,Entire home/apt,4,1 bath,1,2,0.18,279
11225383,1/6/16,0,N/A,N/A,N/A,f,2,t,f,Jacarepagu,-22.97219,-43.35714,Entire home/apt,6,2 baths,2,3,,1000
52922017,2/18/14,1,within an hour,100%,78%,t,8,t,t,Copacabana,-22.964045,-43.175045,Entire home/apt,4,1 bath,1,2,0.4,247
7.03663E+17,3/17/21,0,within an hour,100%,98%,,2,t,t,Copacabana,-22.98024,-43.19154,Private room,2,1 shared bath,,1,0.7,566
30309111,7/30/13,1,N/A,N/A,100%,f,3,t,t,Copacabana,-22.96718,-43.1841,Entire home/apt,9,1.5 baths,2,2,0.06,600
5.96223E+17,9/4/20,1,within a few hours,100%,61%,f,1,t,t,Copacabana,-22.97187,-43.19024,Entire home/apt,7,1 bath,2,5,3.1,356
16837002,1/18/17,0,N/A,N/A,100%,,3,t,t,Santa Teresa,-22.92432,-43.19226,Private room,2,1 bath,,2,0.14,350
34182102,11/20/16,1,N/A,N/A,100%,,1,t,t,Jardim Bot¢nico,-22.96511,-43.21991,Private room,1,1.5 shared baths,,1,0.29,843
14083765,7/19/16,0,N/A,N/A,N/A,f,3,t,f,Maracan,-22.918,-43.23563,Entire home/apt,6,3 baths,3,5,,900
11253473,7/30/11,0,N/A,N/A,N/A,f,1,t,f,Barra da Tijuca,-22.99187,-43.34895,Entire home/apt,6,3.5 baths,4,3,,2000
42554595,10/21/17,0,within an hour,100%,83%,f,1,t,f,Copacabana,-22.97101,-43.18499,Entire home/apt,2,1 bath,1,1,0.35,430
7.06796E+17,12/26/17,0,N/A,N/A,100%,f,5,t,t,Jardim Bot¢nico,-22.96480586,-43.21937196,Entire home/apt,3,1 bath,1,1,0.12,235
1782628,3/18/13,1,N/A,N/A,N/A,f,1,t,t,Vargem Pequena,-22.98678,-43.43232,Entire home/apt,4,3 baths,2,3,0.11,283
14185382,5/2/14,0,N/A,N/A,N/A,f,1,t,f,Recreio dos Bandeirantes,-23.01311,-43.47147,Entire home/apt,7,5 baths,3,4,,3823
8913571,10/15/15,1,within a few hours,100%,82%,f,2,t,t,Leblon,-22.98064,-43.22409,Entire home/apt,2,1 bath,,1,1.09,321
14167580,7/24/16,0,N/A,N/A,N/A,f,1,t,f,Barra da Tijuca,-23.00768,-43.4315,Entire home/apt,4,1 bath,2,2,,400
6016527,4/14/15,0,N/A,N/A,N/A,,1,t,f,Recreio dos Bandeirantes,-23.02258,-43.48947,Private room,2,1 private bath,,1,0.01,257
6.69622E+17,7/18/17,0,within a day,70%,70%,f,3,t,t,Copacabana,-22.9775792,-43.1908519,Entire home/apt,2,1 bath,1,1,1.94,186
8.90667E+17,3/28/15,1,within an hour,99%,100%,f,60,t,t,Copacabana,-22.96624984,-43.1767036,Entire home/apt,6,2 baths,3,3,,1148
7.78163E+17,12/8/22,0,within a day,55%,76%,f,10,f,t,Copacabana,-22.96139,-43.17471,Entire home/apt,3,1 bath,1,2,0.67,188
6.78943E+17,7/12/16,0,within an hour,100%,64%,,3,t,f,Copacabana,-22.9652514,-43.1783995,Private room,1,1 private bath,,1,0.31,130
40702123,8/21/17,1,within a few hours,100%,87%,t,14,t,t,Copacabana,-22.98346,-43.18994,Entire home/apt,7,2 baths,2,4,0.78,424
5.54273E+17,5/22/12,1,within an hour,100%,95%,t,54,t,t,Copacabana,-22.98697,-43.19174,Entire home/apt,4,2 baths,2,2,0.65,2724
