id,host_since,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,reviews_per_month,price
14995985,4/6/16,1,within an hour,96%,99%,f,196,t,t,Ipanema,-22.9842,-43.20111,Private room,2,1 shared bath,1,1,1.81,197
8.33168E+17,1/29/22,1,within an hour,100%,60%,f,7,t,t,Copacabana,-22.98176,-43.1921,Private room,2,1 private bath,,2,1.02,150
825329,12/5/12,1,within an hour,100%,98%,t,2,t,t,Copacabana,-22.96127,-43.17653,Entire home/apt,4,1 bath,1,2,0.44,295
2686619,3/31/14,0,within a few hours,100%,64%,t,1,t,t,Ipanema,-22.98558,-43.1998,Entire home/apt,5,2 baths,2,5,1.1,500
881573,1/4/13,1,within a day,89%,83%,t,5,t,t,Copacabana,-22.98031,-43.19008,Entire home/apt,2,1 bath,1,1,0.35,180
8.27561E+17,10/7/20,1,N/A,N/A,N/A,f,521,t,t,Copacabana,-22.97874271,-43.1905205,Entire home/apt,6,2 baths,3,3,2.62,656
5681819,3/24/12,1,within a few hours,100%,75%,f,8,t,t,Copacabana,-22.96647,-43.18386,Entire home/apt,6,1 bath,2,3,0.07,250
6.49552E+17,2/16/17,0,within an hour,100%,100%,,5,t,t,Leblon,-22.98445,-43.22286,Entire home/apt,4,1 bath,1,2,3.98,306
8.63228E+17,11/28/19,0,within an hour,100%,97%,f,4,t,f,Botafogo,-22.9463029,-43.1847236,Private room,5,1 private bath,,3,,140
6401577,5/14/15,1,N/A,N/A,50%,f,1,t,f,Copacabana,-22.96476,-43.18914,Entire home/apt,5,2 baths,2,3,0.09,893
9993627,9/28/15,1,within an hour,100%,69%,,3,t,t,Copacabana,-22.96448,-43.18412,Private room,4,2 shared baths,,3,0.18,150
40742063,8/29/16,0,N/A,N/A,25%,f,1,t,t,Copacabana,-22.97598,-43.19328,Entire home/apt,2,1 bath,1,2,,300
53733044,12/8/21,0,N/A,N/A,N/A,f,1,f,t,Leblon,-22.98485,-43.21661,Entire home/apt,4,1 bath,,2,0.44,370
8.52106E+17,7/26/17,0,a few days or more,0%,0%,f,2,t,t,Jo,-23.0047111,-43.2814501,Shared room,3,1 shared bath,,5,,75
48605464,3/11/21,1,within a few hours,98%,65%,f,84,t,t,Copacabana,-22.96498,-43.17935,Entire home/apt,5,1 bath,3,5,0.75,440
883643,12/17/12,1,within an hour,100%,81%,,8,t,t,Ipanema,-22.98184,-43.20316,Entire home/apt,4,2 baths,2,2,0.5,8447
8.72292E+17,3/17/23,0,within an hour,100%,89%,f,2,t,t,Leblon,-22.98316418,-43.21711967,Entire home/apt,4,2 baths,2,2,1.03,471
4000148,10/6/13,1,within an hour,97%,45%,f,118,t,t,Ipanema,-22.98681,-43.199,Entire home/apt,2,1 bath,,1,0.29,263
7.73667E+17,1/13/16,1,within a few hours,100%,85%,,4,t,t,Copacabana,-22.96805195,-43.18071537,Private room,2,2.5 shared baths,,2,1.97,88
11315801,2/16/16,0,N/A,N/A,100%,,7,t,f,Copacabana,-22.98224,-43.19336,Private room,2,1 shared bath,,2,0.1,220
8.68955E+17,4/20/16,1,within an hour,100%,100%,f,2,t,t,Leblon,-22.98437,-43.21684,Entire home/apt,4,1 bath,1,2,0.9,459
10963438,1/20/16,0,N/A,N/A,N/A,f,2,t,f,Vargem Pequena,-22.99305,-43.45174,Entire home/apt,6,2.5 baths,3,3,,598
14134725,7/22/16,1,N/A,N/A,N/A,f,1,t,f,Santa Cruz,-22.88457,-43.66035,Entire home/apt,3,1 bath,2,2,,300
14315601,8/2/16,0,N/A,N/A,N/A,f,1,t,t,Recreio dos Bandeirantes,-23.00651,-43.45659,Entire home/apt,6,3 baths,2,3,,850
8151310,12/2/12,1,within an hour,98%,28%,t,85,t,t,Ipanema,-22.98297,-43.19793,Entire home/apt,4,2 baths,2,2,0.03,1196
40923480,3/21/12,1,within a few hours,97%,87%,f,384,t,t,Leblon,-22.98353958,-43.21605301,Entire home/apt,8,2 baths,3,5,0.16,336
14428248,8/8/16,0,N/A,N/A,N/A,f,1,t,f,Santa Teresa,-22.92548,-43.19214,Entire home/apt,7,3 baths,3,4,,140
8.48399E+17,8/14/18,0,N/A,N/A,100%,f,1,t,t,Copacabana,-22.973427,-43.190897,Entire home/apt,5,2 baths,3,4,,800
14571102,8/16/16,0,N/A,N/A,100%,f,2,t,f,Recreio dos Bandeirantes,-23.00002,-43.42926,Entire home/apt,6,3 baths,3,3,,1200
7.66675E+17,2/17/16,0,within an hour,100%,100%,f,5,t,f,Botafogo,-22.9479407,-43.1826886,Entire home/apt,2,1 bath,1,1,0.34,202
38189315,5/28/16,1,within an hour,100%,100%,t,81,t,t,Copacabana,-22.97459,-43.18929,Entire home/apt,6,1 bath,2,3,0.7,454
7.76477E+17,12/6/22,1,within a day,56%,69%,f,4,t,t,Copacabana,-22.96855,-43.18428,Entire home/apt,2,1 bath,1,1,0.75,239
7.78472E+17,9/26/16,0,N/A,N/A,25%,f,1,t,t,Copacabana,-22.96348,-43.17453,Entire home/apt,2,1 bath,1,1,,707
51473503,11/26/12,1,within a few hours,100%,81%,t,153,t,t,Copacabana,-22.97923,-43.19122,Entire home/apt,4,1 bath,1,1,0.3,299
7.91316E+17,8/6/20,0,within a few hours,100%,100%,f,2,t,t,Copacabana,-22.96202388,-43.17697561,Entire home/apt,5,1 bath,,5,0.93,162
14138318,7/22/16,0,N/A,N/A,N/A,f,1,t,f,Leblon,-22.98833,-43.22663,Entire home/apt,2,1 bath,1,1,,718
3501390,7/4/14,0,within a day,100%,0%,f,1,t,f,Copacabana,-22.96342,-43.17552,Entire home/apt,3,1 bath,1,2,0.38,104
33316311,3/14/19,0,N/A,N/A,N/A,f,3,t,f,Copacabana,-22.98229,-43.19408,Entire home/apt,4,1 bath,,4,0.21,190
7.88497E+17,10/2/20,0,N/A,N/A,100%,f,1,t,t,Santa Teresa,-22.9212158,-43.1866995,Entire home/apt,2,1 bath,1,1,,350
3156909,4/12/14,1,N/A,N/A,56%,f,2,t,f,Jacarepagu,-22.97125,-43.39371,Entire home/apt,4,2 baths,2,2,0.26,500
17413545,9/5/15,1,within an hour,100%,100%,,3,t,t,Copacabana,-22.9707,-43.18728,Private room,2,1 shared bath,,2,0.39,120
46896417,11/25/20,0,within a day,90%,74%,f,2,t,f,Leblon,-22.98197,-43.22413,Entire home/apt,3,1 bath,,2,0.93,200
2030768,11/7/11,1,within an hour,95%,99%,f,272,t,t,Copacabana,-22.96366,-43.17841,Entire home/apt,2,1 bath,1,2,0.86,195
166861,3/21/11,1,within a few hours,100%,93%,,2,t,f,Copacabana,-22.98413,-43.19235,Private room,2,1 shared bath,,1,0.15,445
16616831,2/21/16,1,within an hour,100%,100%,f,3,t,t,Copacabana,-22.97291,-43.18698,Entire home/apt,4,1 bath,1,1,0.54,300
7.74805E+17,11/10/21,0,N/A,N/A,100%,,3,t,f,Copacabana,-22.97177,-43.18663,Private room,2,2 shared baths,,1,,600
32934589,12/15/13,0,within an hour,100%,100%,,2,t,t,Copacabana,-22.97343,-43.18995,Private room,2,1 private bath,,1,0.38,195
8505414,8/2/15,0,N/A,N/A,N/A,f,1,t,f,Catete,-22.92674,-43.17775,Entire home/apt,3,1 bath,1,1,0.08,247
40863938,6/15/16,0,N/A,N/A,N/A,f,1,t,t,Copacabana,-22.98576,-43.19017,Entire home/apt,2,1 bath,,1,0.29,124
10513529,1/11/16,1,N/A,N/A,N/A,f,1,t,t,Santa Teresa,-22.91998,-43.1906,Entire home/apt,2,1 bath,1,1,0.02,105
52201418,9/3/20,0,N/A,N/A,N/A,f,1,t,t,Copacabana,-22.96417,-43.17553,Entire home/apt,3,1 bath,1,2,,230
14137632,10/18/15,0,N/A,N/A,100%,,1,t,f,Camorim,-22.9771,-43.41688,Private room,1,1 shared bath,,1,0.05,400
8.16034E+17,2/26/19,0,within an hour,100%,67%,f,1,t,t,Cidade Nova,-22.91231558,-43.20210536,Entire home/apt,3,1 bath,1,1,0.24,350
14197692,7/26/16,0,N/A,N/A,N/A,f,1,t,f,Recreio dos Bandeirantes,-23.00669,-43.44225,Entire home/apt,4,2 baths,2,3,,1000
48927193,1/12/17,0,N/A,N/A,N/A,f,12,t,t,Santa Teresa,-22.923,-43.18527,Private room,2,1 private bath,1,1,0.17,1200
716516,9/24/12,1,within an hour,100%,71%,t,30,t,t,Gvea,-22.98253,-43.23719,Entire home/apt,8,2 baths,3,3,0.55,533
5.53509E+17,11/4/20,0,N/A,N/A,100%,f,2,t,t,Jacarepagu,-22.97472,-43.41367,Entire home/apt,2,1 bath,1,1,0.12,315
5.63532E+17,2/8/15,0,N/A,N/A,42%,f,1,t,t,Copacabana,-22.967287,-43.188438,Entire home/apt,4,1 bath,1,2,0.5,350
14058129,7/17/16,0,a few days or more,0%,N/A,f,2,t,f,Jacarepagu,-22.97166,-43.38087,Entire home/apt,4,2 baths,2,3,,1101
13998760,7/8/16,0,N/A,N/A,100%,f,3,t,f,Barra da Tijuca,-23.01138613,-43.3863543,Entire home/apt,2,1 bath,1,1,,387
16659369,3/21/12,1,within a few hours,97%,87%,f,384,t,t,Ipanema,-22.98263168,-43.20474243,Entire home/apt,4,2 baths,2,3,1.33,426
14341881,7/5/16,0,N/A,N/A,N/A,f,1,t,f,Barra da Tijuca,-23.00283,-43.37206,Entire home/apt,6,3 baths,3,2,,900
6.41954E+17,12/27/12,0,within a few hours,60%,27%,,6,t,t,Gvea,-22.97553,-43.22815,Private room,1,1 private bath,,1,,120
6.62179E+17,5/21/14,0,N/A,N/A,86%,f,2,t,t,Freguesia (Jacarepagu),-22.9453841,-43.3575226,Private room,4,1 shared bath,,2,0.19,75
5.20141E+17,2/18/19,0,N/A,N/A,N/A,f,1,t,t,Recreio dos Bandeirantes,-23.02779,-43.47225,Entire home/apt,3,1.5 baths,1,1,,300
39649881,10/19/18,0,N/A,N/A,N/A,f,15,t,t,Ipanema,-22.98702,-43.19533,Entire home/apt,12,3.5 baths,6,8,0.02,3000
32003274,6/22/16,1,within a day,50%,37%,f,3,t,t,Copacabana,-22.97275,-43.18994,Entire home/apt,6,2 baths,1,1,0.06,150
5.51291E+17,8/9/15,0,within an hour,100%,79%,f,5,t,f,Copacabana,-22.97256,-43.18618,Entire home/apt,2,1 bath,1,2,0.06,240
7.00515E+17,7/22/17,0,N/A,N/A,83%,,1,t,t,Copacabana,-22.96362,-43.18915,Private room,2,1 shared bath,,1,0.41,120
6.97764E+17,1/7/16,0,within an hour,100%,84%,,4,t,t,Praa Seca,-22.89004,-43.34397,Private room,4,1 shared bath,,3,0.5,70
14301585,8/1/16,0,N/A,N/A,N/A,f,1,t,f,Engenho Novo,-22.90566,-43.26614,Entire home/apt,6,1 bath,1,4,,500
16545602,12/28/16,1,N/A,N/A,N/A,f,1,t,t,Flamengo,-22.92699,-43.17625,Entire home/apt,4,2 baths,2,3,,300
37182830,7/20/19,1,within a few hours,100%,N/A,f,1,t,t,Jo,-23.01057,-43.29136,Entire home/apt,12,7.5 baths,6,7,0.09,7900
9945450,12/12/15,1,N/A,N/A,0%,,1,t,t,Laranjeiras,-22.93938,-43.19351,Private room,4,2.5 shared baths,,2,0.02,100
7.58874E+17,11/11/22,0,within an hour,100%,89%,,3,t,t,Taquara,-22.91509019,-43.38663485,Shared room,5,1 shared bath,,3,0.28,220
7.00842E+17,8/24/22,0,N/A,N/A,N/A,f,1,t,t,Jacarepagu,-22.95672,-43.37767,Entire home/apt,5,1.5 baths,2,3,,1543
7.38478E+17,1/11/21,0,a few days or more,44%,29%,f,5,t,t,Alto da Boa Vista,-22.96669,-43.29498,Entire home/apt,10,4 baths,4,6,,2500
220377,9/11/11,0,within an hour,100%,60%,,3,t,t,Tijuca,-22.9288,-43.24046,Private room,2,1 private bath,,1,0.03,200
8.06301E+17,6/21/10,1,within a few hours,89%,70%,,38,t,t,Barra da Tijuca,-23.01082043,-43.41972616,Entire home/apt,14,7.5 baths,7,10,,7500
2774007,4/12/14,0,N/A,N/A,N/A,f,1,t,f,Vila Isabel,-22.91961,-43.23735,Entire home/apt,5,2 baths,3,3,,1300
6.96454E+17,5/29/18,0,N/A,N/A,100%,f,1,t,t,Recreio dos Bandeirantes,-23.0131,-43.46805,Entire home/apt,6,2 baths,2,2,0.31,900
34949867,5/22/19,0,a few days or more,0%,N/A,f,1,t,f,Quintino Bocaiºva,-22.88396,-43.31749,Entire home/apt,4,1 bath,,2,,1436
39419489,5/7/19,0,N/A,N/A,0%,f,1,t,t,Barra da Tijuca,-23.01019,-43.43861,Entire home/apt,5,2 baths,3,3,0.12,464
484296,5/17/12,1,N/A,N/A,N/A,f,1,t,f,Barra da Tijuca,-23.00439,-43.37633,Entire home/apt,4,2 baths,2,4,0.12,150
12221742,4/4/16,0,within a few hours,100%,100%,f,2,t,t,Barra da Tijuca,-23.00764,-43.43066,Entire home/apt,5,1 bath,2,4,0.74,123
50748532,6/30/21,1,within a day,70%,67%,f,2,t,t,Botafogo,-22.94547,-43.1832,Entire home/apt,2,1 bath,1,1,,177
40830509,11/17/19,0,N/A,N/A,0%,f,2,t,t,Barra da Tijuca,-23.00744,-43.42644,Entire home/apt,4,1 bath,2,2,0.02,300
9.10084E+17,6/20/21,0,within an hour,100%,97%,f,14,t,t,Ipanema,-22.9849415,-43.1961663,Entire home/apt,4,1 bath,2,2,,277
6.76829E+17,4/27/22,0,N/A,N/A,100%,f,3,t,t,Recreio dos Bandeirantes,-23.0071206,-43.4413383,Entire home/apt,5,2 baths,2,3,0.4,1000
45116864,11/12/15,0,N/A,N/A,67%,f,3,t,f,Barra da Tijuca,-23.00666,-43.32665,Entire home/apt,4,3 baths,2,3,0.39,620
48149639,2/12/21,0,N/A,N/A,N/A,f,1,t,t,Copacabana,-22.96472,-43.18682,Entire home/apt,2,0 baths,1,1,,400
9.18204E+17,1/5/14,1,within an hour,95%,98%,f,2,t,f,Centro,-22.9104773,-43.1773261,Entire home/apt,3,1 bath,1,1,1,168
8.08853E+17,1/3/17,0,N/A,N/A,50%,f,1,t,t,Flamengo,-22.93998566,-43.17829929,Entire home/apt,2,2 baths,1,1,,503
2467891,2/22/14,1,a few days or more,20%,0%,f,2,t,t,Ipanema,-22.98108,-43.20196,Entire home/apt,4,3 baths,2,3,0.28,723
50790502,7/1/21,0,N/A,N/A,100%,f,4,t,t,Leblon,-22.98387,-43.22607,Private room,4,1 private bath,1,4,0.11,330
16300391,12/8/16,0,within a few hours,100%,79%,t,2,t,t,Copacabana,-22.97245,-43.185448,Entire home/apt,10,2.5 baths,3,6,0.89,750
16079120,11/22/16,0,within an hour,100%,100%,f,1,t,t,Copacabana,-22.96742,-43.18259,Entire home/apt,8,1.5 baths,3,6,0.96,438
11908284,2/19/16,1,within an hour,100%,67%,,1,t,t,Copacabana,-22.98572731,-43.19168854,Private room,2,1 shared bath,,2,0.05,240
2917743,4/29/14,1,within a day,83%,64%,f,1,t,f,Copacabana,-22.97528,-43.18747,Entire home/apt,3,1 bath,,2,0.3,357
5.65136E+17,11/28/19,0,N/A,N/A,N/A,,2,t,f,Tanque,-22.91938,-43.35888,Entire home/apt,4,1 bath,2,2,,159
7.40489E+17,3/17/20,1,within an hour,99%,96%,f,1601,t,t,Leblon,-22.98512,-43.22534,Entire home/apt,5,1 bath,3,3,,1321
6.79108E+17,7/21/17,0,within an hour,100%,87%,f,10,t,t,Copacabana,-22.97603617,-43.18991726,Entire home/apt,12,1 bath,2,2,0.61,388
51992248,5/28/16,1,within an hour,100%,100%,t,81,t,t,Copacabana,-22.96541,-43.17433,Entire home/apt,4,1 bath,1,2,2.66,351
49609787,10/21/14,1,within an hour,97%,60%,t,595,t,t,Copacabana,-22.96793,-43.18216,Entire home/apt,10,5 baths,5,5,,8465
24081143,3/29/18,1,within an hour,100%,100%,f,1,t,t,Copacabana,-22.98346,-43.19096,Entire home/apt,7,1.5 baths,3,6,1.64,389
41268272,12/8/13,1,within an hour,100%,86%,f,50,t,t,Copacabana,-22.96587,-43.17959,Entire home/apt,3,1 bath,1,2,,200
51549730,11/14/19,0,within a few hours,100%,96%,f,17,t,t,Encantado,-22.89746,-43.30242,Private room,2,1 private bath,,1,0.12,140
6.96708E+17,8/15/22,0,within a few hours,100%,100%,,3,t,t,Pechincha,-22.92297,-43.35707,Private room,1,1 shared bath,,1,0.1,150
53048346,9/2/20,0,N/A,N/A,N/A,f,1,t,t,Engenho Novo,-22.90066,-43.27105,Entire home/apt,4,2 baths,2,2,0.2,400
41618804,8/21/17,0,within an hour,100%,95%,t,1,t,f,Copacabana,-22.965,-43.17831,Entire home/apt,5,2 baths,2,3,2.13,195
7.43685E+17,7/2/16,0,within an hour,100%,100%,t,3,t,t,Taquara,-22.92384,-43.37225,Entire home/apt,4,1 bath,2,2,0.51,199
996602,3/15/13,1,within an hour,100%,100%,t,3,t,t,Copacabana,-22.9725,-43.18954,Entire home/apt,4,1 bath,1,3,4.24,173
15713967,5/27/16,1,N/A,N/A,100%,f,1,t,t,Botafogo,-22.95283,-43.18444,Entire home/apt,4,1 bath,,2,0.11,399
49727134,9/21/13,1,within a few hours,89%,73%,f,239,t,t,Ipanema,-22.98505,-43.2114,Entire home/apt,5,2 baths,2,3,,25000
8.56407E+17,3/27/23,0,within an hour,100%,100%,f,1,f,f,Engenheiro Leal,-22.87720413,-43.32631341,Entire home/apt,6,4 baths,2,3,0.8,201
14086250,7/19/16,1,a few days or more,0%,100%,,1,t,f,Piedade,-22.88794,-43.30429,Private room,2,1 private bath,,1,0.17,148
47006140,12/13/20,0,N/A,N/A,N/A,f,1,t,t,Campo Grande,-22.93827,-43.57147,Shared room,1,1 shared bath,,1,,500
7.75196E+17,8/5/15,1,within a day,50%,67%,,2,t,t,Maracan,-22.91295,-43.23767,Private room,1,2 baths,,1,0.78,50
16996325,10/19/14,1,within an hour,100%,100%,t,54,t,t,Leblon,-22.98405,-43.21805,Entire home/apt,4,1 bath,1,1,,506
14092796,7/19/16,0,N/A,N/A,N/A,f,1,t,f,Barra da Tijuca,-22.99747,-43.38463,Shared room,8,3.5 shared baths,,6,,4778
5.67094E+17,11/7/16,1,within a day,100%,100%,,2,t,f,Copacabana,-22.98546028,-43.18992615,Private room,2,1 shared bath,,1,0.06,209
6.18829E+17,9/4/19,0,N/A,N/A,N/A,f,3,t,t,Botafogo,-22.94394,-43.18329,Entire home/apt,2,1 bath,1,1,,120
7.8033E+17,12/12/22,0,N/A,N/A,78%,f,2,t,t,Copacabana,-22.96647,-43.18025,Entire home/apt,2,1 bath,1,1,0.85,200
7.85394E+17,3/11/14,0,within a few hours,100%,100%,f,7,t,f,Ipanema,-22.98634404,-43.21113075,Entire home/apt,4,2 baths,2,2,0.38,1400
12593313,4/21/16,0,N/A,N/A,N/A,f,1,t,t,Barra da Tijuca,-22.99788,-43.37627,Entire home/apt,6,4 baths,3,3,,4000
8.16636E+17,12/17/18,0,N/A,N/A,100%,f,1,t,t,Copacabana,-22.97219387,-43.18766925,Entire home/apt,4,1 bath,1,1,0.24,404
20523493,8/17/17,0,N/A,N/A,N/A,f,1,t,f,Jacarepagu,-22.97229,-43.3598,Entire home/apt,2,1 bath,1,1,,1101
7.89823E+17,12/8/22,0,within an hour,100%,98%,,12,t,f,Rio Comprido,-22.93629197,-43.2093086,Private room,2,1 private bath,,1,,150
8.83538E+17,5/3/23,0,N/A,N/A,N/A,f,1,t,t,So Conrado,-22.9980396,-43.2568208,Private room,4,1 private bath,1,2,,834
43177523,10/1/17,1,within a day,100%,N/A,,1,t,f,Realengo,-22.88866806,-43.42897415,Private room,2,1 private bath,,2,0.03,119
8.16959E+17,3/11/21,0,within an hour,100%,33%,,3,t,t,So Cristovo,-22.89789755,-43.22794011,Private room,4,1 private bath,,2,0.48,101
7.18755E+17,5/1/14,1,within an hour,100%,97%,f,1,t,t,Camorim,-22.9792677,-43.4171689,Entire home/apt,4,2 baths,2,2,1.53,239
12832576,4/23/16,0,N/A,N/A,N/A,f,1,t,f,Recreio dos Bandeirantes,-23.02286,-43.49001,Entire home/apt,6,3.5 baths,2,3,,1200
2589200,3/18/14,0,within a few hours,100%,33%,f,2,t,t,Leblon,-22.9846,-43.23266,Entire home/apt,4,2 baths,2,2,0.01,475
41835356,2/16/17,0,N/A,N/A,100%,f,8,t,t,Recreio dos Bandeirantes,-23.0078841,-43.45836813,Entire home/apt,4,2 baths,1,2,,800
14393674,8/7/16,0,N/A,N/A,N/A,,1,t,t,Tijuca,-22.93371,-43.24416,Private room,2,1 shared bath,,1,,450
15913531,11/24/15,1,within a day,100%,86%,,1,t,t,Santa Teresa,-22.91993,-43.19077,Private room,1,1 shared bath,,1,0.24,75
7.81293E+17,11/2/19,1,within an hour,100%,100%,t,2,t,t,Recreio dos Bandeirantes,-23.01724,-43.52076,Entire home/apt,6,2 baths,2,4,0.24,1160
6.28223E+17,5/6/16,1,within a day,85%,18%,f,71,t,t,Rocinha,-22.9875,-43.24324,Entire home/apt,8,4 baths,4,4,,5064
8.77685E+17,2/9/21,0,within an hour,100%,94%,t,6,t,t,Praa Seca,-22.89179449,-43.34614232,Entire home/apt,4,1 bath,1,2,,231
7.05616E+17,4/17/18,1,within a few hours,100%,97%,t,2,t,t,Recreio dos Bandeirantes,-23.02882,-43.49894,Entire home/apt,2,1 bath,1,1,1.72,200
8.14453E+17,11/12/19,0,within an hour,100%,79%,t,10,t,t,Barra da Tijuca,-23.01019676,-43.35717204,Entire home/apt,2,1 bath,1,1,,403
8.91835E+17,12/21/18,1,within an hour,100%,83%,t,18,t,t,Centro,-22.9108241,-43.184421,Entire home/apt,2,1 bath,1,1,1,145
7.78758E+17,4/14/20,0,within a few hours,100%,100%,f,3,t,t,So Conrado,-22.99693,-43.25768,Private room,4,1 private bath,1,2,,595
2535302,3/10/14,1,N/A,N/A,N/A,f,1,t,f,Gvea,-22.97191,-43.22641,Entire home/apt,4,2.5 baths,2,2,,3823
8.99114E+17,10/27/15,1,within a day,75%,36%,f,143,t,t,Camorim,-22.97957885,-43.41785584,Entire home/apt,4,2 baths,1,1,,480
7.99232E+17,1/26/21,0,N/A,N/A,50%,f,1,f,t,Ipanema,-22.98096714,-43.20129702,Entire home/apt,4,2.5 baths,2,3,,2720
13460793,6/10/16,0,a few days or more,0%,N/A,f,2,t,f,Jacarepagu,-22.96623,-43.38678,Entire home/apt,4,2 baths,2,4,,1433
6.55641E+17,9/16/11,1,within an hour,100%,67%,f,13,t,t,Barra da Tijuca,-23.00989,-43.35484,Entire home/apt,12,3.5 baths,3,4,,3464
10248192,12/29/15,0,within an hour,100%,93%,t,2,t,t,Barra da Tijuca,-23.01035,-43.32195,Entire home/apt,6,1 bath,1,1,0.59,399
7.74401E+17,11/8/21,0,within an hour,100%,100%,f,1,t,t,Lagoa,-22.96554388,-43.19818626,Entire home/apt,4,1 bath,2,3,0.68,150
8.10963E+17,8/22/22,0,a few days or more,11%,68%,f,5,t,t,Recreio dos Bandeirantes,-23.0309958,-43.4731697,Entire home/apt,5,1 bath,1,3,,454
20903452,9/11/17,1,N/A,N/A,N/A,,1,t,t,Santa Teresa,-22.91842,-43.17717,Private room,1,1 private bath,,1,1.48,75
14291055,8/1/16,0,N/A,N/A,N/A,f,1,t,f,Barra da Tijuca,-22.9897,-43.34964,Entire home/apt,10,5 baths,4,6,,1600
8.43355E+17,10/9/13,1,within an hour,100%,89%,f,1,t,t,Lagoa,-22.9725559,-43.2038961,Entire home/apt,2,1.5 baths,1,2,2.31,413
7.02608E+17,12/6/17,1,a few days or more,0%,100%,f,2,t,t,Jacarepagu,-22.97204506,-43.41376514,Entire home/apt,4,2 baths,1,1,,900
26454975,4/6/16,1,within an hour,96%,99%,f,196,t,t,Ipanema,-22.98596,-43.20751,Entire home/apt,6,3.5 baths,3,3,1.44,2038
52318980,1/15/14,1,N/A,N/A,71%,f,1,t,t,Botafogo,-22.95573,-43.19611,Entire home/apt,4,2 baths,1,2,0.15,375
965358,2/28/13,1,N/A,N/A,N/A,,1,t,f,Piedade,-22.88206,-43.30749,Private room,3,1 bath,,2,,479
3380296,2/25/13,1,within an hour,100%,96%,,12,t,t,Santa Teresa,-22.92358,-43.18313,Entire home/apt,2,1 bath,1,1,2.39,141
9.15162E+17,5/16/21,1,within an hour,100%,56%,f,15,t,t,Barra da Tijuca,-23.00964257,-43.34474176,Entire home/apt,7,2 baths,3,4,,1000
53530433,1/27/14,1,N/A,N/A,100%,f,1,t,t,Barra da Tijuca,-23.00665,-43.32959,Entire home/apt,5,2 baths,2,2,0.11,1800
3486837,7/2/14,1,N/A,N/A,N/A,f,1,t,t,Jacarepagu,-22.96718,-43.39226,Entire home/apt,5,2 baths,3,4,0.11,750
32502093,2/12/14,1,N/A,N/A,0%,f,1,t,t,Urca,-22.94711,-43.163,Entire home/apt,2,1 bath,1,2,0.33,1500
8.10904E+17,1/9/20,1,within an hour,100%,96%,f,553,t,t,Centro,-22.91041376,-43.17654319,Entire home/apt,2,1 bath,1,1,0.48,184
7.27243E+17,8/29/21,0,within an hour,100%,100%,f,2,t,f,Barra da Tijuca,-23.01295,-43.30781,Entire home/apt,4,2 baths,2,2,1.65,929
8.57361E+17,12/2/14,0,within an hour,100%,100%,,5,t,t,Camorim,-22.97715319,-43.4176643,Private room,2,1 private bath,,1,1.11,149
7.76816E+17,12/6/22,0,a few days or more,30%,73%,f,2,t,t,Recreio dos Bandeirantes,-23.0309958,-43.4731697,Entire home/apt,4,1 bath,1,1,0.18,400
5.96985E+17,9/16/14,1,within an hour,100%,100%,t,2,t,t,Ipanema,-22.98625,-43.19561,Entire home/apt,4,2 baths,2,2,0.07,1200
49656626,3/18/21,0,within an hour,100%,100%,,3,t,t,Botafogo,-22.9514,-43.19328,Private room,2,1 shared bath,,2,1.91,81
54032023,12/21/21,0,within an hour,90%,98%,t,1,t,t,Copacabana,-22.98534,-43.19064,Entire home/apt,4,1 bath,1,2,2.98,326
8.01502E+17,5/18/19,0,within a few hours,90%,91%,t,2,t,f,Copacabana,-22.96986059,-43.18536315,Entire home/apt,6,1 bath,1,3,1.53,229
7.50779E+17,9/21/21,1,within an hour,100%,100%,,11,t,t,Barra da Tijuca,-23.00389,-43.3516,Private room,1,1.5 shared baths,,1,2.29,126
7.85852E+17,5/28/19,1,within an hour,100%,97%,f,1,t,t,Santa Teresa,-22.92099155,-43.18452034,Entire home/apt,2,1 bath,1,3,1.43,94
30337494,3/2/18,1,within a day,100%,87%,t,2,t,f,Copacabana,-22.9858,-43.19128,Entire home/apt,4,1 bath,1,1,0.22,250
10854760,11/8/10,1,a few days or more,40%,0%,,2,t,t,Copacabana,-22.97999,-43.19296,Entire home/apt,6,1.5 baths,2,4,0.02,209
8.35591E+17,7/1/13,1,N/A,N/A,100%,,2,t,t,Copacabana,-22.96964262,-43.18287713,Private room,2,2 shared baths,,1,0.28,250
7.91183E+17,1/9/20,1,within an hour,100%,96%,f,553,t,t,Centro,-22.91059,-43.17828,Entire home/apt,2,1 bath,1,1,0.53,184
7.99098E+17,9/12/17,1,within a day,100%,50%,,3,t,f,Copacabana,-22.96471128,-43.18030047,Private room,2,1 shared bath,,1,,166
12881098,2/26/14,1,N/A,N/A,N/A,f,1,t,t,Copacabana,-22.9657618,-43.1794553,Entire home/apt,4,1.5 baths,1,2,,610
2307891,1/30/14,1,N/A,N/A,N/A,,1,t,t,Humait,-22.9555,-43.19943,Private room,2,1 shared bath,,1,0.03,350
7.7988E+17,3/5/18,1,within an hour,100%,98%,f,1,t,t,Leme,-22.96517,-43.17145,Entire home/apt,3,1 bath,1,1,3.83,190
